data-entity-id,Assessment Name,Relative URL,Remote Testing,Adaptive/IRT,Test Type,Assessment Length
3746,PJM Development Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-development-report/,Yes,No,,
3484,PJM Selection Report,https://www.shl.com/solutions/products/product-catalog/view/pjm-selection-report/,Yes,No,,
4042,Polymer Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/polymer-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4118,Power Electronics and Drives (New),https://www.shl.com/solutions/products/product-catalog/view/power-electronics-and-drives-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
4117,Power System Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/power-system-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4095,Prism (New),https://www.shl.com/solutions/products/product-catalog/view/prism-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4
4121,Production and Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-and-industrial-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13
4120,Production Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/production-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
219,Programming Concepts,https://www.shl.com/solutions/products/product-catalog/view/programming-concepts/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 25
3769,Project Management (2013),https://www.shl.com/solutions/products/product-catalog/view/project-management-2013/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30
393,Proofreading v1,https://www.shl.com/solutions/products/product-catalog/view/proofreading-v1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 6
4123,Python (New),https://www.shl.com/solutions/products/product-catalog/view/python-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4124,R Programming (New),https://www.shl.com/solutions/products/product-catalog/view/r-programming-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 13
4177,ReactJS (New),https://www.shl.com/solutions/products/product-catalog/view/reactjs-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
3472,Reading Comprehension - English v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-english-v1/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 35
543,Reading Comprehension - Spanish v1,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-spanish-v1/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 26
3942,Reading Comprehension v2,https://www.shl.com/solutions/products/product-catalog/view/reading-comprehension-v2/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 35
4204,RemoteWorkQ,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq/,Yes,No,Competencies,Approximate Completion Time in minutes = 10
4202,RemoteWorkQ Manager Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-manager-report/,Yes,No,Competencies,
4203,RemoteWorkQ Participant Report,https://www.shl.com/solutions/products/product-catalog/view/remoteworkq-participant-report/,Yes,No,Competencies,
4126,RESTful Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/restful-web-services-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
697,Retail Sales and Service Simulation,https://www.shl.com/solutions/products/product-catalog/view/retail-sales-and-service-simulation/,Yes,No,,Approximate Completion Time in minutes = 30
395,Reviewing Forms - US (R1),https://www.shl.com/solutions/products/product-catalog/view/reviewing-forms-us-r1/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
4129,Ruby (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4128,Ruby on Rails (New),https://www.shl.com/solutions/products/product-catalog/view/ruby-on-rails-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
3932,Sales & Service Phone Simulation,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-simulation/,Yes,No,,Approximate Completion Time in minutes = 20
3930,Sales & Service Phone Solution,https://www.shl.com/solutions/products/product-catalog/view/sales-and-service-phone-solution/,Yes,No,,Approximate Completion Time in minutes = 35
726,Sales Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/sales-interview-guide/,Yes,No,,Approximate Completion Time in minutes = Untimed
725,Sales Profiler Cards,https://www.shl.com/solutions/products/product-catalog/view/sales-profiler-cards/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Untimed
4230,Sales Transformation 1.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-individual-contributor/,Yes,No,Personality & Behavior,
4283,Sales Transformation 2.0 - Individual Contributor,https://www.shl.com/solutions/products/product-catalog/view/salestransformationreport2-0-individualcontributor/,Yes,No,Personality & Behavior,
4233,Sales Transformation Report 1.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-sales-manager/,Yes,No,Personality & Behavior,
4288,Sales Transformation Report 2.0 - Sales Manager,https://www.shl.com/solutions/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,Yes,No,Personality & Behavior,
4130,Salesforce Development (New),https://www.shl.com/solutions/products/product-catalog/view/salesforce-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
4131,SAP ABAP (Advanced Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-advanced-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4132,SAP ABAP (Intermediate Level) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-abap-intermediate-level-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4133,SAP Basis (New),https://www.shl.com/solutions/products/product-catalog/view/sap-basis-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4136,SAP Business Objects WebI (New),https://www.shl.com/solutions/products/product-catalog/view/sap-business-objects-webi-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4134,SAP BW (Business Warehouse) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-bw-business-warehouse-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4135,SAP HCM (Human Capital Management) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hcm-human-capital-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = TBC
4082,SAP Hybris (New),https://www.shl.com/solutions/products/product-catalog/view/sap-hybris-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 20
4137,SAP Materials Management (New),https://www.shl.com/solutions/products/product-catalog/view/sap-materials-management-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4064,SAP SD (Sales and Distribution) (New),https://www.shl.com/solutions/products/product-catalog/view/sap-sd-sales-and-distribution-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4171,Search Engine Optimization (New),https://www.shl.com/solutions/products/product-catalog/view/search-engine-optimization-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4138,Selenium (New),https://www.shl.com/solutions/products/product-catalog/view/selenium-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4140,Shell Scripting (New),https://www.shl.com/solutions/products/product-catalog/view/shell-scripting-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
3968,SHL Verify Interactive - Inductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,Yes,Yes,,Approximate Completion Time in minutes = 20
3947,SHL Verify Interactive  Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-deductive-reasoning/,Yes,Yes,,Approximate Completion Time in minutes = 20
3946,SHL Verify Interactive  Numerical Reasoning,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,Yes,Yes,,Approximate Completion Time in minutes = 20
3971,SHL Verify Interactive G+,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-g/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 36
3972,SHL Verify Interactive Numerical Calculation,https://www.shl.com/solutions/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 10
4141,Siebel Development (New),https://www.shl.com/solutions/products/product-catalog/view/siebel-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4209,Smart Interview Live,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Variable
4218,Smart Interview Live Coding,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-live-coding/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = Variable
4205,Smart Interview On Demand,https://www.shl.com/solutions/products/product-catalog/view/smart-interview-on-demand/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = Variable
4014,Social Media (New),https://www.shl.com/solutions/products/product-catalog/view/social-media-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
116,Software Business Analysis,https://www.shl.com/solutions/products/product-catalog/view/software-business-analysis/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30
4142,SonarQube (New),https://www.shl.com/solutions/products/product-catalog/view/sonarqube-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = TBC
4051,Spelling (U.S.) (New),https://www.shl.com/solutions/products/product-catalog/view/spelling-u-s-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 0
40,Split Screen Typing Test - Form 1,https://www.shl.com/solutions/products/product-catalog/view/split-screen-typing-test-form-1/,Yes,No,,Approximate Completion Time in minutes = 6
4143,Spring (New),https://www.shl.com/solutions/products/product-catalog/view/spring-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4144,SQL (New),https://www.shl.com/solutions/products/product-catalog/view/sql-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4035,SQL Server (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4282,SQL Server Analysis Services (SSAS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-analysis-services-%28ssas%29-%28new%29/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 15
4146,SQL Server Integration Services (SSIS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-integration-services-ssis-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
4147,SQL Server Reporting Services (SSRS) (New),https://www.shl.com/solutions/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
3996,Statistical Analysis System (New),https://www.shl.com/solutions/products/product-catalog/view/statistical-analysis-system-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 11
4151,Struts (New),https://www.shl.com/solutions/products/product-catalog/view/struts-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
4216,SVAR - Spoken English (AUS),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-aus/,Yes,No,Simulations,Approximate Completion Time in minutes = -
3986,SVAR - Spoken English (Indian Accent)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4217,SVAR - Spoken English (U.K.),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-u-k/,Yes,No,Simulations,Approximate Completion Time in minutes = -
3987,SVAR - Spoken English (US)  (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-english-us-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4197,SVAR - Spoken French (Canadian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-canadian-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4198,SVAR - Spoken French (European) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-french-european-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4199,SVAR - Spoken Spanish (Castilian) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4200,SVAR - Spoken Spanish (North American) (New),https://www.shl.com/solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/,Yes,No,Simulations,Approximate Completion Time in minutes = -
4049,Swing (New),https://www.shl.com/solutions/products/product-catalog/view/swing-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 4
4079,Tableau (New),https://www.shl.com/solutions/products/product-catalog/view/tableau-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
4020,Telecommunications Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/telecommunications-engineering-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
4167,Teradata Development (New),https://www.shl.com/solutions/products/product-catalog/view/teradata-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
251,Time Management (U.S.),https://www.shl.com/solutions/products/product-catalog/view/time-management-u-s/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35
336,Training Development,https://www.shl.com/solutions/products/product-catalog/view/training-development/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 15 to 35
4201,Typing (New),https://www.shl.com/solutions/products/product-catalog/view/typing-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 2
4175,UiPath RPA Development (New),https://www.shl.com/solutions/products/product-catalog/view/uipath-rpa-development-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 8
735,Universal Competency Framework Interview Guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-interview-guide/,Yes,No,,
734,Universal Competency Framework Job profiling guide,https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-job-profiling-guide/,Yes,No,,Approximate Completion Time in minutes = Untimed
733,Universal Competency Framework Profiler Cards (44),https://www.shl.com/solutions/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,Yes,No,,Approximate Completion Time in minutes = Untimed
4172,UNIX (New),https://www.shl.com/solutions/products/product-catalog/view/unix-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4173,VB.NET (New),https://www.shl.com/solutions/products/product-catalog/view/vb-net-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 10
3733,Verify - Deductive Reasoning,https://www.shl.com/solutions/products/product-catalog/view/verify-deductive-reasoning/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 20
3941,Verify - Following Instructions,https://www.shl.com/solutions/products/product-catalog/view/verify-following-instructions/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 8
3908,Verify - G+,https://www.shl.com/solutions/products/product-catalog/view/verify-g/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 36
3734,Verify - General Ability Screen,https://www.shl.com/solutions/products/product-catalog/view/verify-general-ability-screen/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 10
3836,Verify - Inductive Reasoning (2014),https://www.shl.com/solutions/products/product-catalog/view/verify-inductive-reasoning-2014/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 24
3745,Verify - Numerical Ability,https://www.shl.com/solutions/products/product-catalog/view/verify-numerical-ability/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 20
3768,Verify - Technical Checking - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-technical-checking-next-generation/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 5
3906,Verify - Verbal Ability - Next Generation,https://www.shl.com/solutions/products/product-catalog/view/verify-verbal-ability-next-generation/,Yes,Yes,Ability & Aptitude,Approximate Completion Time in minutes = 15 minutes
3940,Verify - Working with Information,https://www.shl.com/solutions/products/product-catalog/view/verify-working-with-information/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 10
3945,Verify G+ - Ability Test Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-ability-test-report/,Yes,No,Ability & Aptitude,
3970,Verify G+ - Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-g-candidate-report/,Yes,No,Ability & Aptitude,
3969,Verify Interactive Ability Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-ability-report/,Yes,No,Ability & Aptitude,
3976,Verify Interactive G+ Candidate Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-candidate-report/,Yes,No,Ability & Aptitude,
3974,Verify Interactive G+ Report,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-g-report/,Yes,No,Ability & Aptitude,
4290,Verify Interactive Process Monitoring,https://www.shl.com/solutions/products/product-catalog/view/verify-interactive-process-monitoring/,Yes,No,Ability & Aptitude,Approximate Completion Time in minutes = 18
4215,Virtual Assessment and Development Centers,https://www.shl.com/solutions/products/product-catalog/view/virtual-assessment-and-development-centers/,Yes,No,Personality & Behavior,Approximate Completion Time in minutes = N/A
4163,Visual Basic for Applications (New),https://www.shl.com/solutions/products/product-catalog/view/visual-basic-for-applications-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 7
399,Visual Comparison - UK,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-uk/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
400,Visual Comparison - US,https://www.shl.com/solutions/products/product-catalog/view/visual-comparison-us/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 5
4164,VLSI and Embedded Systems (New),https://www.shl.com/solutions/products/product-catalog/view/vlsi-and-embedded-systems-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
3459,What Is The Value - US,https://www.shl.com/solutions/products/product-catalog/view/what-is-the-value-us/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 5
3991,Workplace Administration Skills (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-administration-skills-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 12
4068,Workplace Health and Safety (New),https://www.shl.com/solutions/products/product-catalog/view/workplace-health-and-safety-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4183,WriteX - Email Writing (Customer Service) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-customer-service-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15
4184,WriteX - Email Writing (Managerial) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-managerial-new/,Yes,No,Simulations,Approximate Completion Time in minutes = 15
4185,WriteX - Email Writing (Sales) (New),https://www.shl.com/solutions/products/product-catalog/view/writex-email-writing-sales-new/,Yes,No,,Approximate Completion Time in minutes = 15
17,Written English v1,https://www.shl.com/solutions/products/product-catalog/view/written-english-v1/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 30
18,Written Spanish,https://www.shl.com/solutions/products/product-catalog/view/written-spanish/,Yes,Yes,Knowledge & Skills,Approximate Completion Time in minutes = 22
4166,Zabbix (New),https://www.shl.com/solutions/products/product-catalog/view/zabbix-new/,Yes,No,Knowledge & Skills,Approximate Completion Time in minutes = 9
4297,360 Digital Report,https://www.shl.com/solutions/products/product-catalog/view/360-digital-report/,Yes,No,Development & 360,
744,360 Multi-Rater Feedback System (MFS),https://www.shl.com/solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/,Yes,No,,Approximate Completion Time in minutes = Untimed
